market,market_label,symbol,anchor,cycle_id,broad_episode_id,cycle_start_year,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mae_12m,mfe_12m,mdd_trough_month
KOSPI,KOSPI Composite,^KS11,LAST_HIKE,T08_2004,B05,2004,2006-06-29,1.0,-0.023262881619605436,0.02159950518249043,0.2631339544745559,0.07980756279493872,-0.07980756279493872,0.2631339544745559,1
KOSPI,KOSPI Composite,^KS11,LAST_HIKE,T09_2015,B06,2015,2018-12-19,1.0,0.03771904049851149,0.010545600143415212,0.030566547803021926,0.1210977530381444,-0.06676587400934564,0.06181788613763417,8
KOSPI,KOSPI Composite,^KS11,LAST_HIKE,T10_2022,B07,2022,2023-07-26,1.0,-0.07956286745703312,-0.03090719367274064,0.08091012608899018,0.07956286745703312,-0.07956286745703312,0.08091012608899018,3
KOSPI,KOSPI Composite,^KS11,PAUSE_START,T07_1999,B04,1999,2000-06-28,1.0,-0.13576273769934555,-0.26972308351909535,-0.1634893789402283,0.3371841900377771,-0.26972308351909535,0.10177956757327,6
KOSPI,KOSPI Composite,^KS11,PAUSE_START,T08_2004,B05,2004,2006-08-08,1.0,0.09853786406595155,0.12276981951776822,0.42020900259489435,0.050502784876253703,0.0,0.4957484655811244,12
KOSPI,KOSPI Composite,^KS11,PAUSE_START,T09_2015,B06,2015,2019-01-30,1.0,0.06859063881298844,0.0045171326310184945,0.06439864949050822,0.1210977530381444,-0.06081328646485973,0.06859063881298844,7
KOSPI,KOSPI Composite,^KS11,PAUSE_START,T10_2022,B07,2022,2023-09-20,1.0,-0.0032828136115815587,0.05368167111995703,0.012323187221424003,0.07673640611081545,-0.06632007953633567,0.09646171897354039,12
KOSPI,KOSPI Composite,^KS11,FIRST_CUT,T07_1999,B04,1999,2001-01-03,1.0,0.007420581724583597,0.0527266152804462,0.4039692397667345,0.16400895917152047,-0.042396974378250074,0.4039692397667345,8
KOSPI,KOSPI Composite,^KS11,FIRST_CUT,T08_2004,B05,2004,2007-09-18,1.0,0.04901690143344695,-0.09028314737067344,-0.2030039219156644,0.2783603146324405,-0.2030039219156644,0.10442384786307035,12
KOSPI,KOSPI Composite,^KS11,FIRST_CUT,T09_2015,B06,2015,2019-07-31,1.0,-0.018788540052912417,0.046615279500759055,0.04305579071519228,0.18911141274487764,-0.15131161460600462,0.046615279500759055,8
KOSPI,KOSPI Composite,^KS11,FIRST_CUT,T10_2022,B07,2022,2024-09-18,1.0,-0.0771714526345848,-0.023421290683698137,0.2660774237412735,0.0771714526345848,-0.0771714526345848,0.2660774237412735,3
