period,WB_PRICE,WB_RET_3M,WB_RET_6M,WB_VOL_6M,GCF_PRICE,GCF_N_DAILY,GCF_RET_3M,GCF_RET_6M,GCF_VOL_6M,ABS_REL_LEVEL_GAP,ABS_RET3_DIFF,ABS_RET6_DIFF,ABS_VOL6_DIFF
2002-07,313.0,0.03300330033003296,0.10992907801418439,0.027873208010879176,313.2809549967448,21,0.032227194612447496,0.11192051468295405,0.028035621291055326,0.0008976197979067013,0.0007761057175854624,0.001991436668769664,0.00016241328017614978
2002-08,310.0,-0.01273885350318471,0.04729729729729737,0.024846360771973417,310.14999944513494,22,-0.014230406867723921,0.0470407276275544,0.02468538038820622,0.00048386917785459005,0.001491553364539211,0.0002565696697429676,0.00016098038376719664
2002-09,319.0,-0.006230529595015577,0.08503401360544216,0.02492247799111289,319.5949996948242,20,-0.004780006994249075,0.08567302942919275,0.025035664142705548,0.0018652028050916147,0.0014505226007665017,0.0006390158237505883,0.00011318615159265633
2002-10,317.0,0.012779552715654896,0.0462046204620461,0.024519496548337107,316.269567074983,23,0.009539718360055627,0.04207435133264048,0.025117617962603103,0.002304204810779198,0.0032398343555992692,0.004130269129405617,0.0005981214142659966
2002-11,319.0,0.029032258064516148,0.015923566878981,0.020358675209233432,319.11579011615953,19,0.028907917740011557,0.014266139441148518,0.020918303070370833,0.0003629784205627651,0.00012434032450459043,0.0016574274378324816,0.000559627861137401
2002-12,332.0,0.040752351097178785,0.03426791277258556,0.02463393828357778,334.9380943661644,21,0.04800793093130706,0.04299844569142697,0.02774590555330619,0.008849681825796374,0.0072555798341282784,0.008730532918841405,0.00311196726972841
2003-01,357.0,0.12618296529968465,0.14057507987220452,0.031539884204163385,358.1904776436942,21,0.1325480379171997,0.14335222722816332,0.03176832135225898,0.0033346712708519632,0.006365072617515066,0.002777147355958798,0.0002284371480955963
2003-02,359.0,0.12539184952978055,0.15806451612903216,0.029005113718993135,358.53684114155016,19,0.12353212296715621,0.15601109715615125,0.02978013103934561,0.0012901360959605146,0.001859726562624342,0.002053418972880916,0.0007750173203524766
2003-03,341.0,0.027108433734939652,0.06896551724137923,0.04214614221965843,339.92381068638394,21,0.014885486016914529,0.0636080383328006,0.043001142265037734,0.0031559803918359552,0.012222947718025123,0.005357478908578628,0.0008550000453793061
2003-04,328.0,-0.08123249299719892,0.034700315457413256,0.04669062759896016,329.2857142857143,21,-0.08069662696821489,0.04115523137781185,0.045847046316347444,0.003919860627177751,0.0005358660289840333,0.006454915920398596,0.000843581282612714
2003-05,356.0,-0.00835654596100277,0.11598746081504707,0.05613864629186972,355.92857142857144,21,-0.007274760676404202,0.11535869566031787,0.05434615786537194,0.00020064205457459572,0.0010817852845985687,0.000628765154729205,0.0017924884264977833
2003-06,356.0,0.04398826979472137,0.07228915662650603,0.055421022232667594,356.4857148670015,21,0.048722400902647234,0.06433314353690855,0.0524726477864457,0.001364367603936767,0.004734131107925865,0.00795601308959748,0.0029483744462218964
2003-07,351.0,0.07012195121951215,-0.01680672268907568,0.04701205036349308,351.1181848699396,22,0.06630251370480589,-0.019744502478900694,0.04488582076579888,0.000336709031167004,0.0038194375147062587,0.0029377797898250124,0.0021262295976942
2003-08,360.0,0.011235955056179803,0.0027855153203342198,0.048388092106263506,360.57619222005206,21,0.013057734513491681,0.005687981943525822,0.04656218993690667,0.0016005339445890332,0.0018217794573118784,0.002902466623191602,0.0018259021693568384
2003-09,379.0,0.06460674157303381,0.11143695014662747,0.044378100901610686,379.36666724795384,21,0.06418476653261918,0.11603440336211146,0.041413919244183896,0.0009674597571340815,0.00042197504041463496,0.004597453215483993,0.00296418165742679
2003-10,379.0,0.07977207977207978,0.1554878048780488,0.03664863372319088,378.9304371709409,23,0.07921051514692534,0.1507648851178247,0.03546258462109449,0.00018354308458867763,0.0005615646251544426,0.004722919760224098,0.0011860491020963954
2003-11,390.0,0.08333333333333326,0.09550561797752799,0.02415848893794412,389.8888888888889,18,0.08129404353726133,0.09541329408879085,0.024288655534494438,0.0002849002849002469,0.0020392897960719303,9.23238887371447e-05,0.0001301665965503171
2003-12,407.0,0.07387862796833766,0.1432584269662922,0.025051533552304505,408.8000023251488,21,0.07758545391115601,0.14675002468939002,0.02626681659859892,0.004422610135500715,0.003706825942818348,0.003491597723097817,0.0012152830462944138
2004-01,414.0,0.09234828496042224,0.17948717948717952,0.01829840674548375,414.72631675318667,19,0.09446556958974961,0.18115875116752678,0.01965511913078548,0.0017543882927213428,0.002117284629327365,0.0016715716803472613,0.0013567123853017275
2004-02,405.0,0.03846153846153855,0.125,0.02737146738822472,403.9526302939967,19,0.036071152079216295,0.1202975654240448,0.029622438417503873,0.002586098039514262,0.0023903863823222515,0.0047024345759552055,0.002250971029279153
2004-03,407.0,0.0,0.07387862796833766,0.02276132781176093,407.4695646866508,23,-0.00325449518329457,0.07407845724181383,0.025224628018439037,0.0011537215888226537,0.00325449518329457,0.00019982927347617085,0.002463300206678107
2004-04,403.0,-0.02657004830917875,0.0633245382585752,0.024109494373876196,403.95714169456846,21,-0.025966944038970152,0.06604564339163299,0.02617046739248659,0.002375041425728197,0.0006031042702085987,0.0027211051330577884,0.002060973018610395
2004-05,384.0,-0.051851851851851816,-0.01538461538461533,0.0316491957153489,383.7699951171875,20,-0.04996287599890192,-0.015693942418157025,0.03429245540109541,0.0005989710489909816,0.0018889758529498923,0.00030932703354169533,0.00264325968574651
2004-06,392.0,-0.03685503685503688,-0.03685503685503688,0.026146255373890214,392.1857154482887,21,-0.037509179980388385,-0.04064160171810749,0.027791473549693742,0.00047376389869557833,0.0006541431253515029,0.0037865648630706072,0.0016452181758035284
2004-07,398.0,-0.012406947890818865,-0.03864734299516903,0.0258231833585614,398.35238066173736,21,-0.013874642763634704,-0.0394813047304009,0.027980557631588198,0.0008853785470788189,0.001467694872815839,0.0008339617352318696,0.002157374273026799
2004-08,401.0,0.04427083333333326,-0.00987654320987652,0.025099774916070478,401.8909065940163,22,0.04721815594597345,-0.005103874923353957,0.026705942087542553,0.0022217122045293802,0.002947322612640191,0.004772668286522563,0.0016061671714720747
2004-09,405.0,0.03316326530612246,-0.004914004914004955,0.025442564604855517,406.2333330426897,21,0.03581878952002082,-0.0030339238831538218,0.026867137720187402,0.003045266772073285,0.0026555242138983637,0.0018800810308511329,0.0014245731153318848
